wwtp,sample_date,Target,Protein,Load
CDA Lugano,2023-11-13,IBV,M,4944342.7128415415
CDA Lugano,2023-11-13,RSV,N,3726618.65008034
CDA Lugano,2023-11-13,SARS,N1,696391263.451172
CDA Lugano,2023-11-13,SARS,N2,751303822.1740112
CDA Lugano,2023-11-12,IAV,M,2319067.4434461626
CDA Lugano,2023-11-12,IBV,M,6949878.000684443
CDA Lugano,2023-11-12,RSV,N,1163365.9630998895
CDA Lugano,2023-11-12,SARS,N1,620431351.3797526
CDA Lugano,2023-11-12,SARS,N2,710859561.8665829
CDA Lugano,2023-09-27,IAV,M,0
CDA Lugano,2023-09-27,IBV,M,2600440.674602731
CDA Lugano,2023-09-27,RSV,N,0
CDA Lugano,2023-09-27,SARS,N1,75845541.77277687
CDA Lugano,2023-09-27,SARS,N2,126940156.25721678
CDA Lugano,2023-12-31,IAV,M,60245106.604336314
CDA Lugano,2023-12-31,IBV,M,3246838.289202502
CDA Lugano,2023-12-31,RSV,N,22141148.51736715
CDA Lugano,2023-12-31,SARS,N1,332453658.23458225
CDA Lugano,2023-12-31,SARS,N2,451941557.33291256
CDA Lugano,2023-10-22,IAV,M,0
CDA Lugano,2023-10-22,IBV,M,7179653.768822596
CDA Lugano,2023-10-22,RSV,N,1474644.4490132267
CDA Lugano,2023-10-22,SARS,N1,118715672.59929897
CDA Lugano,2023-10-22,SARS,N2,198841598.28094026
CDA Lugano,2023-11-11,IAV,M,0
CDA Lugano,2023-11-11,IBV,M,1250655.649728613
CDA Lugano,2023-11-11,RSV,N,4988731.9020073945
CDA Lugano,2023-11-11,SARS,N1,1206898872.6107976
CDA Lugano,2023-11-11,SARS,N2,1322713235.3527634
CDA Lugano,2023-10-28,IAV,M,1465764.2791478692
CDA Lugano,2023-10-28,IBV,M,1465764.2791478692
CDA Lugano,2023-10-28,RSV,N,2931599.9980105306
CDA Lugano,2023-10-28,SARS,N1,168614042.97890785
CDA Lugano,2023-10-28,SARS,N2,230032753.87396267
CDA Lugano,2023-09-16,IAV,M,1562871.6836601272
CDA Lugano,2023-09-16,IBV,M,0
CDA Lugano,2023-09-16,RSV,N,0
CDA Lugano,2023-09-16,SARS,N1,56723983.51069357
CDA Lugano,2023-09-16,SARS,N2,88403163.17870896
CDA Lugano,2023-10-25,IAV,M,0
CDA Lugano,2023-10-25,IBV,M,0
CDA Lugano,2023-10-25,RSV,N,0
CDA Lugano,2023-10-25,SARS,N1,176721642.47345576
CDA Lugano,2023-10-25,SARS,N2,280305540.55506295
CDA Lugano,2023-10-29,SARS,N1,NA
CDA Lugano,2023-08-26,IAV,M,0
CDA Lugano,2023-08-26,IBV,M,1613605.9783796254
CDA Lugano,2023-08-26,RSV,N,0
CDA Lugano,2023-08-26,SARS,N1,22907394.93712862
CDA Lugano,2023-08-26,SARS,N2,43151810.34523087
CDA Lugano,2023-09-25,IAV,M,0
CDA Lugano,2023-09-25,IBV,M,1594207.040936377
CDA Lugano,2023-09-25,RSV,N,1594207.040936377
CDA Lugano,2023-09-25,SARS,N1,77805866.8151509
CDA Lugano,2023-09-25,SARS,N2,116317381.82588667
CDA Lugano,2023-11-10,IAV,M,1357662.1752679718
CDA Lugano,2023-11-10,IBV,M,0
CDA Lugano,2023-11-10,RSV,N,0
CDA Lugano,2023-11-10,SARS,N1,356876631.2104902
CDA Lugano,2023-11-10,SARS,N2,421357610.11489326
CDA Lugano,2023-10-27,IAV,M,0
CDA Lugano,2023-10-27,IBV,M,0
CDA Lugano,2023-10-27,RSV,N,0
CDA Lugano,2023-10-27,SARS,N1,159364630.03745106
CDA Lugano,2023-10-27,SARS,N2,303106531.3003894
CDA Lugano,2023-10-23,IAV,M,0
CDA Lugano,2023-10-23,IBV,M,5589986.989370097
CDA Lugano,2023-10-23,RSV,N,0
CDA Lugano,2023-10-23,SARS,N1,172005598.32427573
CDA Lugano,2023-10-23,SARS,N2,275028374.49209964
CDA Lugano,2023-11-08,IAV,M,0
CDA Lugano,2023-11-08,IBV,M,1352092.7434132157
CDA Lugano,2023-11-08,RSV,N,1352092.7434132157
CDA Lugano,2023-11-08,SARS,N1,325337496.6435772
CDA Lugano,2023-11-08,SARS,N2,372109146.72753435
CDA Lugano,2023-09-24,IAV,M,0
CDA Lugano,2023-09-24,IBV,M,2175202.2856194843
CDA Lugano,2023-09-24,RSV,N,0
CDA Lugano,2023-09-24,SARS,N1,98620508.88394676
CDA Lugano,2023-09-24,SARS,N2,149743364.11385337
CDA Lugano,2023-09-15,IAV,M,0
CDA Lugano,2023-09-15,IBV,M,3070461.142711834
CDA Lugano,2023-09-15,RSV,N,0
CDA Lugano,2023-09-15,SARS,N1,43507829.21568314
CDA Lugano,2023-09-15,SARS,N2,72390317.05613436
CDA Lugano,2023-12-02,IAV,M,3598789.3405418834
CDA Lugano,2023-12-02,IBV,M,1807014.106679049
CDA Lugano,2023-12-02,RSV,N,1799353.2095642388
CDA Lugano,2023-12-02,SARS,N1,688225507.5220355
CDA Lugano,2023-12-02,SARS,N2,806508478.990261
CDA Lugano,2023-10-21,IAV,M,0
CDA Lugano,2023-10-21,IBV,M,2288537.0152974096
CDA Lugano,2023-10-21,RSV,N,0
CDA Lugano,2023-10-21,SARS,N1,130302709.51646872
CDA Lugano,2023-10-21,SARS,N2,209585865.2569353
CDA Lugano,2023-11-06,IAV,M,0
CDA Lugano,2023-11-06,IBV,M,0
CDA Lugano,2023-11-06,RSV,N,1939518.1895741725
CDA Lugano,2023-11-06,SARS,N1,291541292.44016147
CDA Lugano,2023-11-06,SARS,N2,420130720.9264971
CDA Lugano,2023-11-05,IAV,M,0
CDA Lugano,2023-11-05,IBV,M,4825363.198673064
CDA Lugano,2023-11-05,RSV,N,0
CDA Lugano,2023-11-05,SARS,N1,242091922.07459158
CDA Lugano,2023-11-05,SARS,N2,359567680.20378846
CDA Lugano,2023-10-19,IAV,M,0
CDA Lugano,2023-10-19,IBV,M,0
CDA Lugano,2023-10-19,RSV,N,5222094.974308939
CDA Lugano,2023-10-19,SARS,N1,150792034.1468502
CDA Lugano,2023-10-19,SARS,N2,251764437.85398406
CDA Lugano,2023-09-23,IAV,M,0
CDA Lugano,2023-09-23,IBV,M,4856607.569561365
CDA Lugano,2023-09-23,RSV,N,0
CDA Lugano,2023-09-23,SARS,N1,70731502.85303418
CDA Lugano,2023-09-23,SARS,N2,108559804.57068996
CDA Lugano,2023-08-28,IAV,M,2089332.1279573834
CDA Lugano,2023-08-28,IBV,M,2089332.1279573834
CDA Lugano,2023-08-28,RSV,N,0
CDA Lugano,2023-08-28,SARS,N1,23822342.53258727
CDA Lugano,2023-08-28,SARS,N2,54758771.05320789
CDA Lugano,2023-07-24,IAV,M,0
CDA Lugano,2023-07-24,IBV,M,0
CDA Lugano,2023-07-24,RSV,N,0
CDA Lugano,2023-07-24,SARS,N1,14216410.403082268
CDA Lugano,2023-07-24,SARS,N2,21758026.308708955
CDA Lugano,2023-11-04,IAV,M,2400652.840167509
CDA Lugano,2023-11-04,IBV,M,0
CDA Lugano,2023-11-04,RSV,N,0
CDA Lugano,2023-11-04,SARS,N1,287659476.3418365
CDA Lugano,2023-11-04,SARS,N2,395081954.39283663
CDA Lugano,2023-09-21,IAV,M,4495702.80043858
CDA Lugano,2023-09-21,IBV,M,2322235.6125575686
CDA Lugano,2023-09-21,RSV,N,0
CDA Lugano,2023-09-21,SARS,N1,84705733.65910068
CDA Lugano,2023-09-21,SARS,N2,150180939.33920592
CDA Lugano,2024-01-05,IAV,M,28209047.795520447
CDA Lugano,2024-01-05,IBV,M,10421627.753535712
CDA Lugano,2024-01-05,RSV,N,10733721.731865749
CDA Lugano,2024-01-05,SARS,N1,277206881.16486144
CDA Lugano,2024-01-05,SARS,N2,319304552.3017928
CDA Lugano,2023-10-31,IAV,M,0
CDA Lugano,2023-10-31,IBV,M,2844170.0978041585
CDA Lugano,2023-10-31,RSV,N,2844170.0978041585
CDA Lugano,2023-10-31,SARS,N1,126259297.3494672
CDA Lugano,2023-10-31,SARS,N2,209683839.73893756
CDA Lugano,2023-10-30,IAV,M,0
CDA Lugano,2023-10-30,IBV,M,6474873.719945347
CDA Lugano,2023-10-30,RSV,N,6474873.719945347
CDA Lugano,2023-10-30,SARS,N1,186768840.3089677
CDA Lugano,2023-10-30,SARS,N2,240242171.81824479
CDA Lugano,2023-11-02,IAV,M,0
CDA Lugano,2023-11-02,IBV,M,0
CDA Lugano,2023-11-02,RSV,N,0
CDA Lugano,2023-11-02,SARS,N1,119369231.63577688
CDA Lugano,2023-11-02,SARS,N2,135940483.34724915
CDA Lugano,2023-09-18,IAV,M,0
CDA Lugano,2023-09-18,IBV,M,0
CDA Lugano,2023-09-18,RSV,N,0
CDA Lugano,2023-09-18,SARS,N1,44333738.554633565
CDA Lugano,2023-09-18,SARS,N2,76681209.13424861
STEP Aire,2023-07-30,IAV,M,0
STEP Aire,2023-07-30,IBV,M,273090.3858504942
STEP Aire,2023-07-30,RSV,N,0
STEP Aire,2023-07-30,SARS,N1,15824307.39232909
STEP Aire,2023-07-30,SARS,N2,26701248.028693914
STEP Aire,2023-08-05,IAV,M,0
STEP Aire,2023-08-05,IBV,M,0
STEP Aire,2023-08-05,RSV,N,688143.522374045
STEP Aire,2023-08-05,SARS,N1,24952880.221610572
STEP Aire,2023-08-05,SARS,N2,44770463.18788176
STEP Aire,2023-08-01,IAV,M,268567.8812912902
STEP Aire,2023-08-01,IBV,M,0
STEP Aire,2023-08-01,RSV,N,0
STEP Aire,2023-08-01,SARS,N1,43717805.982187584
STEP Aire,2023-08-01,SARS,N2,63599705.94936067
STEP Aire,2023-08-06,IAV,M,0
STEP Aire,2023-08-06,IBV,M,0
STEP Aire,2023-08-06,RSV,N,1498410.2112414273
STEP Aire,2023-08-06,SARS,N1,25143005.68162411
STEP Aire,2023-08-06,SARS,N2,40522534.07173741
STEP Aire,2023-08-03,IAV,M,0
STEP Aire,2023-08-03,IBV,M,0
STEP Aire,2023-08-03,RSV,N,1671771.95214849
STEP Aire,2023-08-03,SARS,N1,22305175.815062497
STEP Aire,2023-08-03,SARS,N2,33824344.718250066
STEP Aire,2023-08-13,IAV,M,496887.1646565949
STEP Aire,2023-08-13,IBV,M,249420.7496744331
STEP Aire,2023-08-13,RSV,N,247466.41498216183
STEP Aire,2023-08-13,SARS,N1,21891501.69091238
STEP Aire,2023-08-13,SARS,N2,35589723.45458211
STEP Aire,2023-08-08,IAV,M,552759.2182529555
STEP Aire,2023-08-08,RSV,N,302604.6427423533
STEP Aire,2023-08-08,SARS,N1,29258315.50606096
STEP Aire,2023-08-08,SARS,N2,49254939.60629078
STEP Aire,2023-08-09,IAV,M,241847.06443385535
STEP Aire,2023-08-09,IBV,M,245853.96511685228
STEP Aire,2023-08-09,RSV,N,1721175.7957205512
STEP Aire,2023-08-09,SARS,N1,24395825.14514172
STEP Aire,2023-08-09,SARS,N2,47422307.77231476
STEP Aire,2023-08-07,IAV,M,0
STEP Aire,2023-08-07,IBV,M,0
STEP Aire,2023-08-07,RSV,N,1074355.1587573527
STEP Aire,2023-08-07,SARS,N1,25814932.15004072
STEP Aire,2023-08-07,SARS,N2,46214371.00532953
STEP Aire,2023-07-28,IAV,M,0
STEP Aire,2023-07-28,IBV,M,266666.5756627424
STEP Aire,2023-07-28,RSV,N,0
STEP Aire,2023-07-28,SARS,N1,35474153.29259779
STEP Aire,2023-07-28,SARS,N2,52483148.85096168
STEP Aire,2023-08-11,IAV,M,0
STEP Aire,2023-08-11,IBV,M,0
STEP Aire,2023-08-11,RSV,N,1301655.1020136783
STEP Aire,2023-08-11,SARS,N1,22118416.88612151
STEP Aire,2023-08-11,SARS,N2,52564514.63514205
STEP Aire,2023-08-31,IAV,M,0
STEP Aire,2023-08-31,IBV,M,0
STEP Aire,2023-08-31,RSV,N,2065975.4426357537
STEP Aire,2023-08-31,SARS,N1,26486702.30779866
STEP Aire,2023-08-31,SARS,N2,45777564.11493259
STEP Aire,2023-09-02,IAV,M,0
STEP Aire,2023-09-02,IBV,M,0
STEP Aire,2023-09-02,RSV,N,448221.4469330297
STEP Aire,2023-09-02,SARS,N1,74121807.76269528
STEP Aire,2023-09-02,SARS,N2,114490806.01342258
STEP Aire,2023-07-26,IAV,M,0
STEP Aire,2023-07-26,IBV,M,0
STEP Aire,2023-07-26,RSV,N,0
STEP Aire,2023-07-26,SARS,N1,11353670.009920476
STEP Aire,2023-07-26,SARS,N2,16859351.31232721
STEP Aire,2023-09-03,IAV,M,557002.6126678059
STEP Aire,2023-09-03,IBV,M,0
STEP Aire,2023-09-03,RSV,N,0
STEP Aire,2023-09-03,SARS,N1,52528246.313738555
STEP Aire,2023-09-03,SARS,N2,81885961.60212377
STEP Aire,2023-07-16,IAV,M,0
STEP Aire,2023-07-16,IBV,M,0
STEP Aire,2023-07-16,RSV,N,0
STEP Aire,2023-07-16,SARS,N1,18348591.54291241
STEP Aire,2023-07-16,SARS,N2,21049151.80296875
STEP Aire,2023-09-16,IAV,M,0
STEP Aire,2023-09-16,IBV,M,0
STEP Aire,2023-09-16,RSV,N,495234.3828523766
STEP Aire,2023-09-16,SARS,N1,47355788.655345194
STEP Aire,2023-09-16,SARS,N2,79210412.08521464
STEP Aire,2023-07-23,IAV,M,0
STEP Aire,2023-07-23,IBV,M,303726.66142215393
STEP Aire,2023-07-23,RSV,N,829097.6484876703
STEP Aire,2023-07-23,SARS,N1,15342367.433305072
STEP Aire,2023-07-23,SARS,N2,26950844.850126907
STEP Aire,2023-07-25,IAV,M,0
STEP Aire,2023-07-25,IBV,M,842446.2842835188
STEP Aire,2023-07-25,RSV,N,1084338.096429423
STEP Aire,2023-07-25,SARS,N1,6278263.367694891
STEP Aire,2023-07-25,SARS,N2,9571896.155559134
STEP Aire,2023-10-15,IAV,M,573708.4405448956
STEP Aire,2023-10-15,IBV,M,587569.6971667154
STEP Aire,2023-10-15,RSV,N,0
STEP Aire,2023-10-15,SARS,N1,38899781.4334561
STEP Aire,2023-10-15,SARS,N2,86584579.62090753
STEP Aire,2023-08-15,IAV,M,270554.35246301634
STEP Aire,2023-08-15,IBV,M,559466.4223626268
STEP Aire,2023-08-15,RSV,N,1118955.091428276
STEP Aire,2023-08-15,SARS,N1,24114051.169455294
STEP Aire,2023-08-15,SARS,N2,50349120.05637449
STEP Aire,2023-09-08,IAV,M,0
STEP Aire,2023-09-08,IBV,M,0
STEP Aire,2023-09-08,RSV,N,0
STEP Aire,2023-09-08,SARS,N1,60623077.404211015
STEP Aire,2023-09-08,SARS,N2,101160179.92398234
STEP Aire,2023-08-19,IAV,M,0
STEP Aire,2023-08-19,IBV,M,0
STEP Aire,2023-08-19,RSV,N,0
STEP Aire,2023-08-19,SARS,N1,29997174.21623637
STEP Aire,2023-08-19,SARS,N2,47774319.724958725
STEP Aire,2023-09-06,IAV,M,0
STEP Aire,2023-09-06,IBV,M,0
STEP Aire,2023-09-06,RSV,N,0
STEP Aire,2023-09-06,SARS,N1,114461937.70824005
STEP Aire,2023-09-06,SARS,N2,200701313.43849495
STEP Aire,2023-07-14,IAV,M,0
STEP Aire,2023-07-14,IBV,M,324434.0680853928
STEP Aire,2023-07-14,RSV,N,319869.7618033673
STEP Aire,2023-07-14,SARS,N1,12562313.261337398
STEP Aire,2023-07-14,SARS,N2,17735786.601470415
STEP Aire,2023-09-04,IAV,M,734423.93487254
STEP Aire,2023-09-04,IBV,M,0
STEP Aire,2023-09-04,RSV,N,1971553.745233282
STEP Aire,2023-09-04,SARS,N1,41977938.65835617
STEP Aire,2023-09-04,SARS,N2,87366177.01997252
STEP Aire,2023-09-05,IAV,M,0
STEP Aire,2023-09-05,IBV,M,624159.5136579085
STEP Aire,2023-09-05,RSV,N,1316531.5029577368
STEP Aire,2023-09-05,SARS,N1,52216263.75409982
STEP Aire,2023-09-05,SARS,N2,102113954.41774932
STEP Aire,2023-07-19,IAV,M,0
STEP Aire,2023-07-19,IBV,M,0
STEP Aire,2023-07-19,RSV,N,5596062.352320183
STEP Aire,2023-07-19,SARS,N1,12568937.26335633
STEP Aire,2023-07-19,SARS,N2,23176988.144262053
STEP Aire,2023-10-17,IAV,M,0
STEP Aire,2023-10-17,IBV,M,571222.6113139563
STEP Aire,2023-10-17,RSV,N,1760222.7079698455
STEP Aire,2023-10-17,SARS,N1,31354381.118019633
STEP Aire,2023-10-17,SARS,N2,76682884.42576122
STEP Aire,2023-08-17,IAV,M,0
STEP Aire,2023-08-17,IBV,M,298018.6797719163
STEP Aire,2023-08-17,RSV,N,1530205.2622928792
STEP Aire,2023-08-17,SARS,N1,31084600.191614315
STEP Aire,2023-08-17,SARS,N2,54268582.34272437
STEP Aire,2023-10-14,IAV,M,0
STEP Aire,2023-10-14,IBV,M,1171905.3294095537
STEP Aire,2023-10-14,RSV,N,0
STEP Aire,2023-10-14,SARS,N1,69202894.8454058
STEP Aire,2023-10-14,SARS,N2,115469490.27401821
STEP Aire,2023-10-22,IAV,M,1407520.402894388
STEP Aire,2023-10-22,IBV,M,0
STEP Aire,2023-10-22,RSV,N,2683815.7619941714
STEP Aire,2023-10-22,SARS,N1,79627631.91742705
STEP Aire,2023-10-22,SARS,N2,114058237.6975308
STEP Aire,2023-10-16,IAV,M,557211.680662135
STEP Aire,2023-10-16,IBV,M,13266194.730009897
STEP Aire,2023-10-16,RSV,N,1706042.0319593104
STEP Aire,2023-10-16,SARS,N1,57300005.276849434
STEP Aire,2023-10-16,SARS,N2,87428328.39318463
STEP Aire,2023-07-21,IAV,M,294490.02170927514
STEP Aire,2023-07-21,IBV,M,1178156.2852151662
STEP Aire,2023-07-21,RSV,N,2651241.2186732925
STEP Aire,2023-07-21,SARS,N1,21518213.922135003
STEP Aire,2023-07-21,SARS,N2,25944094.258902624
STEP Aire,2023-08-25,IAV,M,0
STEP Aire,2023-08-25,IBV,M,0
STEP Aire,2023-08-25,RSV,N,0
STEP Aire,2023-08-25,SARS,N1,25795353.188062686
STEP Aire,2023-08-25,SARS,N2,52278136.02119727
STEP Aire,2023-07-17,IAV,M,0
STEP Aire,2023-07-17,IBV,M,338660.1173602924
STEP Aire,2023-07-17,RSV,N,0
STEP Aire,2023-07-17,SARS,N1,16383505.31777274
STEP Aire,2023-07-17,SARS,N2,19194680.825203646
STEP Aire,2023-10-08,IAV,M,0
STEP Aire,2023-10-08,IBV,M,1139908.8529593998
STEP Aire,2023-10-08,RSV,N,748724.4061280732
STEP Aire,2023-10-08,SARS,N1,49767101.68301665
STEP Aire,2023-10-08,SARS,N2,74132869.73732746
STEP Aire,2023-09-11,IAV,M,0
STEP Aire,2023-09-11,IBV,M,0
STEP Aire,2023-09-11,RSV,N,0
STEP Aire,2023-09-11,SARS,N1,29953426.950595725
STEP Aire,2023-09-11,SARS,N2,62995673.24475132
STEP Aire,2023-07-18,IAV,M,172843.12538635018
STEP Aire,2023-07-18,IBV,M,708457.3279367429
STEP Aire,2023-07-18,RSV,N,0
STEP Aire,2023-07-18,SARS,N1,15008010.388404898
STEP Aire,2023-07-18,SARS,N2,26931741.33619745
STEP Aire,2023-09-12,IAV,M,546899.3201842832
STEP Aire,2023-09-12,IBV,M,537413.0725426215
STEP Aire,2023-09-12,RSV,N,0
STEP Aire,2023-09-12,SARS,N1,47158236.250074744
STEP Aire,2023-09-12,SARS,N2,89133804.4279181
STEP Aire,2023-10-12,IAV,M,0
STEP Aire,2023-10-12,IBV,M,0
STEP Aire,2023-10-12,RSV,N,0
STEP Aire,2023-10-12,SARS,N1,40191281.00391004
STEP Aire,2023-10-12,SARS,N2,87351977.31390323
STEP Aire,2023-09-30,IAV,M,0
STEP Aire,2023-09-30,IBV,M,26802973.67981257
STEP Aire,2023-09-30,RSV,N,0
STEP Aire,2023-09-30,SARS,N1,45036260.09327477
STEP Aire,2023-09-30,SARS,N2,110849873.06534626
STEP Aire,2023-08-23,IAV,M,631340.0131690291
STEP Aire,2023-08-23,IBV,M,353863.6161218093
STEP Aire,2023-08-23,RSV,N,1023406.8139566504
STEP Aire,2023-08-23,SARS,N1,21133546.127840318
STEP Aire,2023-08-23,SARS,N2,53057801.99034657
STEP Aire,2023-10-06,IAV,M,0
STEP Aire,2023-10-06,IBV,M,0
STEP Aire,2023-10-06,RSV,N,1226563.5897669091
STEP Aire,2023-10-06,SARS,N1,50703722.862372786
STEP Aire,2023-10-06,SARS,N2,79154079.5974267
STEP Aire,2023-08-29,IAV,M,0
STEP Aire,2023-08-29,IBV,M,1088499.0083688654
STEP Aire,2023-08-29,RSV,N,744816.3069288247
STEP Aire,2023-08-29,SARS,N1,26632262.47330421
STEP Aire,2023-08-29,SARS,N2,59085483.43615027
STEP Aire,2023-10-01,IAV,M,0
STEP Aire,2023-10-01,IBV,M,2608149.186342698
STEP Aire,2023-10-01,RSV,N,1827211.4022959108
STEP Aire,2023-10-01,SARS,N1,51329869.344196886
STEP Aire,2023-10-01,SARS,N2,96915393.8711769
STEP Aire,2023-09-14,IAV,M,0
STEP Aire,2023-09-14,IBV,M,562036.4971410874
STEP Aire,2023-09-14,RSV,N,2228231.7337302747
STEP Aire,2023-09-14,SARS,N1,47980873.4956264
STEP Aire,2023-09-14,SARS,N2,84103512.6433889
STEP Aire,2023-10-04,IAV,M,0
STEP Aire,2023-10-04,IBV,M,1884361.9347472875
STEP Aire,2023-10-04,RSV,N,609674.643427994
STEP Aire,2023-10-04,SARS,N1,77340966.5709264
STEP Aire,2023-10-04,SARS,N2,125325013.0370864
STEP Aire,2024-01-01,IAV,M,15515736.316437481
STEP Aire,2024-01-01,IBV,M,875157.734739483
STEP Aire,2024-01-01,RSV,N,9247424.447605008
STEP Aire,2024-01-01,SARS,N1,157013777.13434702
STEP Aire,2024-01-01,SARS,N2,199105800.93942025
STEP Aire,2023-10-09,IAV,M,0
STEP Aire,2023-10-09,IBV,M,819272.6972240804
STEP Aire,2023-10-09,RSV,N,0
STEP Aire,2023-10-09,SARS,N1,61402237.54863144
STEP Aire,2023-10-09,SARS,N2,92033902.28333697
STEP Aire,2023-09-17,IAV,M,0
STEP Aire,2023-09-17,IBV,M,688307.989108232
STEP Aire,2023-09-17,RSV,N,0
STEP Aire,2023-09-17,SARS,N1,16969736.489171818
STEP Aire,2023-09-17,SARS,N2,39609077.921284586
STEP Aire,2023-10-10,IAV,M,0
STEP Aire,2023-10-10,IBV,M,7897833.897794108
STEP Aire,2023-10-10,RSV,N,0
STEP Aire,2023-10-10,SARS,N1,59289904.079308316
STEP Aire,2023-10-10,SARS,N2,83042214.23804684
STEP Aire,2023-09-24,IAV,M,0
STEP Aire,2023-09-24,IBV,M,676164.1168035382
STEP Aire,2023-09-24,RSV,N,605221.0378309062
STEP Aire,2023-09-24,SARS,N1,69673861.98376554
STEP Aire,2023-09-24,SARS,N2,117603088.92192456
STEP Aire,2023-10-03,IAV,M,0
STEP Aire,2023-10-03,IBV,M,3370820.378321889
STEP Aire,2023-10-03,RSV,N,1351867.6856652142
STEP Aire,2023-10-03,SARS,N1,65633194.88768173
STEP Aire,2023-10-03,SARS,N2,84610611.5557182
STEP Aire,2023-10-02,IAV,M,0
STEP Aire,2023-10-02,IBV,M,0
STEP Aire,2023-10-02,RSV,N,0
STEP Aire,2023-10-02,SARS,N1,47628095.66521785
STEP Aire,2023-10-02,SARS,N2,73352808.37453164
STEP Aire,2023-09-28,IAV,M,0
STEP Aire,2023-09-28,IBV,M,3343754.0299734767
STEP Aire,2023-09-28,RSV,N,0
STEP Aire,2023-09-28,SARS,N1,53762206.00562828
STEP Aire,2023-09-28,SARS,N2,108994851.09398645
STEP Aire,2023-09-26,IAV,M,0
STEP Aire,2023-09-26,IBV,M,0
STEP Aire,2023-09-26,RSV,N,2184484.9255700703
STEP Aire,2023-09-26,SARS,N1,68033997.05179644
STEP Aire,2023-09-26,SARS,N2,109415515.31269614
STEP Aire,2023-12-29,IAV,M,14160591.261658328
STEP Aire,2023-12-29,IBV,M,0
STEP Aire,2023-12-29,RSV,N,7257260.624017312
STEP Aire,2023-12-29,SARS,N1,223465213.8820701
STEP Aire,2023-12-29,SARS,N2,302821644.5183222
STEP Aire,2023-09-25,IAV,M,0
STEP Aire,2023-09-25,IBV,M,0
STEP Aire,2023-09-25,RSV,N,2571025.909879848
STEP Aire,2023-09-25,SARS,N1,52452187.662296474
STEP Aire,2023-09-25,SARS,N2,102831115.12469342
STEP Aire,2023-12-27,IAV,M,9319818.224231876
STEP Aire,2023-12-27,IBV,M,0
STEP Aire,2023-12-27,RSV,N,9986691.815689538
STEP Aire,2023-12-27,SARS,N1,208612852.76260138
STEP Aire,2023-12-27,SARS,N2,254673380.68529537
STEP Aire,2023-11-25,IAV,M,2412955.2698518606
STEP Aire,2023-11-25,IBV,M,3988005.544522956
STEP Aire,2023-11-25,RSV,N,14712504.785652004
STEP Aire,2023-11-25,SARS,N1,506881946.46973956
STEP Aire,2023-11-25,SARS,N2,629582934.5875895
STEP Aire,2023-12-26,IAV,M,8611468.97087333
STEP Aire,2023-12-26,IBV,M,2440778.858323649
STEP Aire,2023-12-26,RSV,N,14783505.814983783
STEP Aire,2023-12-26,SARS,N1,211334298.27629802
STEP Aire,2023-12-26,SARS,N2,293460800.20521295
STEP Aire,2023-11-26,IAV,M,1635440.2578641858
STEP Aire,2023-11-26,IBV,M,5624874.7876312705
STEP Aire,2023-11-26,RSV,N,8111699.610342641
STEP Aire,2023-11-26,SARS,N1,393928611.2849347
STEP Aire,2023-11-26,SARS,N2,486941973.41947204
STEP Aire,2023-09-20,IAV,M,0
STEP Aire,2023-09-20,IBV,M,0
STEP Aire,2023-09-20,RSV,N,2839827.1870107544
STEP Aire,2023-09-20,SARS,N1,70154254.06566887
STEP Aire,2023-09-20,SARS,N2,123890610.58260313
STEP Aire,2023-08-28,IAV,M,0
STEP Aire,2023-08-28,IBV,M,0
STEP Aire,2023-08-28,RSV,N,782232.9019197074
STEP Aire,2023-08-28,SARS,N1,28181902.693723742
STEP Aire,2023-08-28,SARS,N2,80749760.69889924
STEP Aire,2023-10-29,IAV,M,760568.2493876286
STEP Aire,2023-10-29,IBV,M,1521172.249004389
STEP Aire,2023-10-29,RSV,N,2371731.7796406434
STEP Aire,2023-10-29,SARS,N1,121189268.32892932
STEP Aire,2023-10-29,SARS,N2,148782230.98352933
STEP Aire,2023-09-19,IAV,M,779826.5453613363
STEP Aire,2023-09-19,IBV,M,1550750.7090663915
STEP Aire,2023-09-19,RSV,N,3106007.7051882986
STEP Aire,2023-09-19,SARS,N1,56842835.26786411
STEP Aire,2023-09-19,SARS,N2,116052897.50700437
STEP Aire,2023-10-28,IAV,M,0
STEP Aire,2023-10-28,IBV,M,773407.0600626023
STEP Aire,2023-10-28,RSV,N,1696455.3073932321
STEP Aire,2023-10-28,SARS,N1,76277793.93103383
STEP Aire,2023-10-28,SARS,N2,101017884.86406605
STEP Aire,2023-11-23,IAV,M,0
STEP Aire,2023-11-23,IBV,M,5075457.771492088
STEP Aire,2023-11-23,RSV,N,15062805.778820062
STEP Aire,2023-11-23,SARS,N1,533142360.2355189
STEP Aire,2023-11-23,SARS,N2,634961428.1039921
STEP Aire,2023-08-27,IAV,M,0
STEP Aire,2023-08-27,IBV,M,0
STEP Aire,2023-08-27,RSV,N,0
STEP Aire,2023-08-27,SARS,N1,4242575.066451417
STEP Aire,2023-08-27,SARS,N2,16458922.209065638
STEP Aire,2023-10-23,IAV,M,0
STEP Aire,2023-10-23,IBV,M,0
STEP Aire,2023-10-23,RSV,N,5560100.572424354
STEP Aire,2023-10-23,SARS,N1,185827803.35528263
STEP Aire,2023-10-23,SARS,N2,234309642.9119822
STEP Aire,2024-01-08,IAV,M,8395588.542848788
STEP Aire,2024-01-08,IBV,M,2683265.3083241824
STEP Aire,2024-01-08,RSV,N,7846006.787754334
