wwtp,sample_date,Target,Protein,Load
ARA Altenrhein,2023-04-16,SARS,N2,53114476.637341596
ARA Altenrhein,2023-04-17,IAV,M,0
ARA Altenrhein,2023-04-17,IBV,M,0
ARA Altenrhein,2023-04-17,RSV,NA,953685.2364624344
ARA Altenrhein,2023-04-17,SARS,N2,111660011.45915465
ARA Altenrhein,2023-04-18,IAV,M,3140811.051502158
ARA Altenrhein,2023-04-18,IBV,M,2262158.8444095026
ARA Altenrhein,2023-04-18,RSV,NA,0
ARA Altenrhein,2023-04-18,SARS,N2,137317275.48833203
ARA Altenrhein,2023-04-20,IAV,M,1052177.0793409126
ARA Altenrhein,2023-04-20,IBV,M,1055245.5002917247
ARA Altenrhein,2023-04-20,RSV,NA,0
ARA Altenrhein,2023-04-20,SARS,N2,42138713.33431655
ARA Altenrhein,2023-04-22,IAV,M,0
ARA Altenrhein,2023-04-22,IBV,M,1520962.545097056
ARA Altenrhein,2023-04-22,RSV,NA,0
ARA Altenrhein,2023-04-22,SARS,N2,66961736.743887335
ARA Altenrhein,2023-04-23,IAV,M,0
ARA Altenrhein,2023-04-23,IBV,M,1286145.8063839125
ARA Altenrhein,2023-04-23,RSV,NA,644926.1052086124
ARA Altenrhein,2023-04-23,SARS,N2,53395039.645835385
ARA Altenrhein,2023-04-24,IAV,M,0
ARA Altenrhein,2023-04-24,IBV,M,1895723.4428590417
ARA Altenrhein,2023-04-24,RSV,NA,0
ARA Altenrhein,2023-04-24,SARS,N2,67707051.76088198
ARA Altenrhein,2023-04-25,IAV,M,0
ARA Altenrhein,2023-04-25,IBV,M,2910701.023233901
ARA Altenrhein,2023-04-25,RSV,NA,0
ARA Altenrhein,2023-04-25,SARS,N2,68230431.67513722
ARA Altenrhein,2023-04-27,IAV,M,375335.3853978251
ARA Altenrhein,2023-04-27,IBV,M,2607064.75904804
ARA Altenrhein,2023-04-27,RSV,NA,0
ARA Altenrhein,2023-04-27,SARS,N2,79053042.65162024
ARA Altenrhein,2023-04-29,IAV,M,0
ARA Altenrhein,2023-04-29,IBV,M,1878605.1698566882
ARA Altenrhein,2023-04-29,RSV,NA,0
ARA Altenrhein,2023-04-29,SARS,N2,85294793.26294972
ARA Altenrhein,2023-04-30,IAV,M,477011.50040276657
ARA Altenrhein,2023-04-30,IBV,M,4171131.6784469862
ARA Altenrhein,2023-04-30,RSV,NA,0
ARA Altenrhein,2023-04-30,SARS,N2,56809049.53014138
ARA Altenrhein,2023-05-04,IAV,M,371609.06489680207
ARA Altenrhein,2023-05-04,IBV,M,1473568.271633267
ARA Altenrhein,2023-05-04,RSV,NA,371609.06489680207
ARA Altenrhein,2023-05-04,SARS,N2,64304300.1573117
ARA Altenrhein,2023-05-06,IAV,M,1090168.719422042
ARA Altenrhein,2023-05-06,IBV,M,734620.2095694337
ARA Altenrhein,2023-05-06,RSV,NA,0
ARA Altenrhein,2023-05-06,SARS,N2,58374720.09990567
ARA Altenrhein,2023-05-07,IAV,M,0
ARA Altenrhein,2023-05-07,IBV,M,1535692.726559639
ARA Altenrhein,2023-05-07,RSV,NA,0
ARA Altenrhein,2023-05-07,SARS,N2,47475113.51063788
ARA Altenrhein,2023-05-08,IAV,M,0
ARA Altenrhein,2023-05-08,IBV,M,2711765.27534837
ARA Altenrhein,2023-05-08,RSV,NA,895784.9555971911
ARA Altenrhein,2023-05-08,SARS,N2,42399936.70769145
ARA Altenrhein,2023-05-09,IAV,M,0
ARA Altenrhein,2023-05-09,IBV,M,0
ARA Altenrhein,2023-05-09,RSV,NA,0
ARA Altenrhein,2023-05-09,SARS,N2,93150293.52912547
ARA Altenrhein,2023-05-11,IAV,M,0
ARA Altenrhein,2023-05-11,IBV,M,1358714.4450076737
ARA Altenrhein,2023-05-11,RSV,NA,667915.7477883868
ARA Altenrhein,2023-05-11,SARS,N2,37027545.602089256
ARA Altenrhein,2023-05-12,IAV,M,0
ARA Altenrhein,2023-05-12,IBV,M,1160271.0885047785
ARA Altenrhein,2023-05-12,RSV,NA,0
ARA Altenrhein,2023-05-12,SARS,N2,44769061.03409279
ARA Altenrhein,2023-05-13,IAV,M,0
ARA Altenrhein,2023-05-13,IBV,M,1271337.374931451
ARA Altenrhein,2023-05-13,RSV,NA,0
ARA Altenrhein,2023-05-13,SARS,N2,33304555.867450457
ARA Altenrhein,2023-05-14,IAV,M,0
ARA Altenrhein,2023-05-14,IBV,M,0
ARA Altenrhein,2023-05-14,RSV,NA,0
ARA Altenrhein,2023-05-14,SARS,N2,35488254.58103685
ARA Altenrhein,2023-05-18,IAV,M,1649058.723714575
ARA Altenrhein,2023-05-18,IBV,M,1667864.8390814492
ARA Altenrhein,2023-05-18,RSV,NA,0
ARA Altenrhein,2023-05-18,SARS,N2,47596991.39520313
ARA Altenrhein,2023-05-20,IAV,M,0
ARA Altenrhein,2023-05-20,IBV,M,0
ARA Altenrhein,2023-05-20,RSV,NA,448552.4600684044
ARA Altenrhein,2023-05-20,SARS,N2,27926715.019291192
ARA Altenrhein,2023-05-21,IAV,M,0
ARA Altenrhein,2023-05-21,IBV,M,0
ARA Altenrhein,2023-05-21,RSV,NA,0
ARA Altenrhein,2023-05-21,SARS,N2,54512495.204379044
ARA Altenrhein,2023-05-22,IAV,M,0
ARA Altenrhein,2023-05-22,IBV,M,657485.3881344434
ARA Altenrhein,2023-05-22,RSV,NA,328736.73772039346
ARA Altenrhein,2023-05-22,SARS,N2,71741098.98147863
ARA Altenrhein,2023-05-23,IAV,M,0
ARA Altenrhein,2023-05-23,IBV,M,309649.78527662857
ARA Altenrhein,2023-05-23,RSV,NA,0
ARA Altenrhein,2023-05-23,SARS,N2,61434825.385991335
ARA Altenrhein,2023-05-25,IAV,M,0
ARA Altenrhein,2023-05-25,IBV,M,973422.422345976
ARA Altenrhein,2023-05-25,RSV,NA,0
ARA Altenrhein,2023-05-25,SARS,N2,53071047.14585442
ARA Altenrhein,2023-05-27,IAV,M,0
ARA Altenrhein,2023-05-27,IBV,M,0
ARA Altenrhein,2023-05-27,RSV,NA,0
ARA Altenrhein,2023-05-27,SARS,N2,27299346.26238922
ARA Altenrhein,2023-05-28,IAV,M,0
ARA Altenrhein,2023-05-28,IBV,M,837041.9450798032
ARA Altenrhein,2023-05-28,RSV,NA,0
ARA Altenrhein,2023-05-28,SARS,N2,40993861.51843736
ARA Altenrhein,2023-05-29,IAV,M,0
ARA Altenrhein,2023-05-29,IBV,M,0
ARA Altenrhein,2023-05-29,RSV,NA,0
ARA Altenrhein,2023-05-29,SARS,N2,33060858.278919287
ARA Altenrhein,2023-05-30,IAV,M,288749.59987868357
ARA Altenrhein,2023-05-30,IBV,M,0
ARA Altenrhein,2023-05-30,RSV,NA,0
ARA Altenrhein,2023-05-30,SARS,N2,46355165.08596348
ARA Altenrhein,2023-06-01,IAV,M,279769.93167865596
ARA Altenrhein,2023-06-01,IBV,M,825889.6174805849
ARA Altenrhein,2023-06-01,RSV,NA,0
ARA Altenrhein,2023-06-01,SARS,N2,19087474.61149532
ARA Altenrhein,2023-06-03,IAV,M,0
ARA Altenrhein,2023-06-03,IBV,M,0
ARA Altenrhein,2023-06-03,RSV,NA,0
ARA Altenrhein,2023-06-03,SARS,N2,23226627.846798725
ARA Altenrhein,2023-06-04,IAV,M,0
ARA Altenrhein,2023-06-04,IBV,M,250598.33168818516
ARA Altenrhein,2023-06-04,RSV,NA,0
ARA Altenrhein,2023-06-04,SARS,N2,16435027.496963551
ARA Altenrhein,2023-06-05,IAV,M,0
ARA Altenrhein,2023-06-05,IBV,M,280669.9598752504
ARA Altenrhein,2023-06-05,RSV,NA,285370.3128742809
ARA Altenrhein,2023-06-05,SARS,N2,15852384.309505481
ARA Altenrhein,2023-06-06,IAV,M,0
ARA Altenrhein,2023-06-06,IBV,M,266539.32275537035
ARA Altenrhein,2023-06-06,RSV,NA,0
ARA Altenrhein,2023-06-06,SARS,N2,13008954.63059217
ARA Altenrhein,2023-06-08,IAV,M,0
ARA Altenrhein,2023-06-08,IBV,M,1785700.885932024
ARA Altenrhein,2023-06-08,RSV,NA,0
ARA Altenrhein,2023-06-08,SARS,N2,11463837.221644197
ARA Altenrhein,2023-06-10,IAV,M,4485410.557675836
ARA Altenrhein,2023-06-10,IBV,M,497100.9060136521
ARA Altenrhein,2023-06-10,RSV,NA,0
ARA Altenrhein,2023-06-10,SARS,N2,10464833.8549233
ARA Altenrhein,2023-06-11,IAV,M,0
ARA Altenrhein,2023-06-11,IBV,M,764009.0010356065
ARA Altenrhein,2023-06-11,RSV,NA,0
ARA Altenrhein,2023-06-11,SARS,N2,12128974.71047388
ARA Altenrhein,2023-06-12,IAV,M,0
ARA Altenrhein,2023-06-12,IBV,M,604754.8551743985
ARA Altenrhein,2023-06-12,RSV,NA,0
ARA Altenrhein,2023-06-12,SARS,N2,11164640.334411297
ARA Altenrhein,2023-06-13,IAV,M,0
ARA Altenrhein,2023-06-13,IBV,M,516441.98634824454
ARA Altenrhein,2023-06-13,RSV,NA,0
ARA Altenrhein,2023-06-13,SARS,N2,5753346.01795728
ARA Altenrhein,2023-06-15,IAV,M,0
ARA Altenrhein,2023-06-15,IBV,M,0
ARA Altenrhein,2023-06-15,RSV,NA,0
ARA Altenrhein,2023-06-15,SARS,N2,15334039.86128183
ARA Altenrhein,2023-06-17,IAV,M,0
ARA Altenrhein,2023-06-17,IBV,M,0
ARA Altenrhein,2023-06-17,RSV,NA,0
ARA Altenrhein,2023-06-17,SARS,N2,31276288.371766128
ARA Altenrhein,2023-06-18,IAV,M,0
ARA Altenrhein,2023-06-18,IBV,M,767621.7641850576
ARA Altenrhein,2023-06-18,RSV,NA,0
ARA Altenrhein,2023-06-18,SARS,N2,14189906.102714775
ARA Altenrhein,2023-06-19,IAV,M,0
ARA Altenrhein,2023-06-19,IBV,M,1918439.9564859313
ARA Altenrhein,2023-06-19,RSV,NA,0
ARA Altenrhein,2023-06-19,SARS,N2,10958822.609393058
ARA Altenrhein,2023-06-20,IAV,M,0
ARA Altenrhein,2023-06-20,IBV,M,533067.4761848552
ARA Altenrhein,2023-06-20,RSV,NA,266528.6309084388
ARA Altenrhein,2023-06-20,SARS,N2,10498120.839327496
ARA Chur,2022-11-07,IAV,M,0
ARA Chur,2022-11-07,IBV,M,0
ARA Chur,2022-11-07,RSV,NA,9047738.162474887
ARA Chur,2022-11-07,SARS,N2,183733779.79890525
ARA Chur,2022-11-08,IAV,M,0
ARA Chur,2022-11-08,IBV,M,0
ARA Chur,2022-11-08,RSV,NA,10164084.98147526
ARA Chur,2022-11-08,SARS,N2,293986120.3274891
ARA Chur,2022-11-10,IAV,M,0
ARA Chur,2022-11-10,IBV,M,0
ARA Chur,2022-11-10,RSV,NA,5063693.1103285765
ARA Chur,2022-11-10,SARS,N2,143653941.05945036
ARA Chur,2022-11-12,IAV,M,338861.48933523835
ARA Chur,2022-11-12,IBV,M,0
ARA Chur,2022-11-12,RSV,NA,9213194.472883983
ARA Chur,2022-11-12,SARS,N2,137531407.28732568
ARA Chur,2022-11-13,IAV,M,0
ARA Chur,2022-11-13,IBV,M,0
ARA Chur,2022-11-13,RSV,NA,13134850.670455698
ARA Chur,2022-11-13,SARS,N2,199825863.2390342
ARA Chur,2022-11-14,IAV,M,986846.3781801099
ARA Chur,2022-11-14,IBV,M,0
ARA Chur,2022-11-14,RSV,NA,8205697.784861709
ARA Chur,2022-11-14,SARS,N2,223670167.93397808
ARA Chur,2022-11-15,IAV,M,1999366.4026670132
ARA Chur,2022-11-15,IBV,M,0
ARA Chur,2022-11-15,RSV,NA,10341338.502962733
ARA Chur,2022-11-15,SARS,N2,284301282.3072674
ARA Chur,2022-11-17,IAV,M,0
ARA Chur,2022-11-17,IBV,M,0
ARA Chur,2022-11-17,RSV,NA,9741661.266620656
ARA Chur,2022-11-17,SARS,N2,136000672.06835166
ARA Chur,2022-11-19,IAV,M,1044787.5676593352
ARA Chur,2022-11-19,IBV,M,0
ARA Chur,2022-11-19,RSV,NA,16875232.105648857
ARA Chur,2022-11-19,SARS,N2,154772338.97274694
ARA Chur,2022-11-20,IAV,M,313901.8503587096
ARA Chur,2022-11-20,IBV,M,318791.11506753456
ARA Chur,2022-11-20,RSV,NA,12977571.195961641
ARA Chur,2022-11-20,SARS,N2,232203763.97519356
ARA Chur,2022-11-21,IAV,M,0
ARA Chur,2022-11-21,IBV,M,0
ARA Chur,2022-11-21,RSV,NA,30335724.507790133
ARA Chur,2022-11-21,SARS,N2,332906783.306129
ARA Chur,2022-11-22,IAV,M,793206.8544165388
ARA Chur,2022-11-22,IBV,M,0
ARA Chur,2022-11-22,RSV,NA,32432782.770161297
ARA Chur,2022-11-22,SARS,N2,263628953.3015477
ARA Chur,2022-11-24,IAV,M,405852.8433855718
ARA Chur,2022-11-24,IBV,M,0
ARA Chur,2022-11-24,RSV,NA,7641306.775170452
ARA Chur,2022-11-24,SARS,N2,213528483.26297858
ARA Chur,2022-11-26,IAV,M,0
ARA Chur,2022-11-26,IBV,M,0
ARA Chur,2022-11-26,RSV,NA,7906657.000583022
ARA Chur,2022-11-26,SARS,N2,189604998.33075115
ARA Chur,2022-11-27,IAV,M,1123401.7385399202
ARA Chur,2022-11-27,IBV,M,0
ARA Chur,2022-11-27,RSV,NA,19926839.288113028
ARA Chur,2022-11-27,SARS,N2,253850562.47841603
ARA Chur,2022-11-28,IAV,M,1920433.6063741483
ARA Chur,2022-11-28,IBV,M,0
ARA Chur,2022-11-28,RSV,NA,11744959.4174101
ARA Chur,2022-11-28,SARS,N2,145368086.3004424
ARA Chur,2022-11-29,IAV,M,2632832.2720248275
ARA Chur,2022-11-29,IBV,M,0
ARA Chur,2022-11-29,RSV,NA,18860934.85815614
ARA Chur,2022-11-29,SARS,N2,200207041.3693939
ARA Chur,2022-12-01,IAV,M,320340.07295665547
ARA Chur,2022-12-01,IBV,M,320340.07295665547
ARA Chur,2022-12-01,RSV,NA,12452618.344503436
ARA Chur,2022-12-01,SARS,N2,103216710.4200213
ARA Chur,2022-12-03,IAV,M,2975231.177016283
ARA Chur,2022-12-03,IBV,M,0
ARA Chur,2022-12-03,RSV,NA,19715305.169014193
ARA Chur,2022-12-03,SARS,N2,215431555.57825026
ARA Chur,2022-12-04,IAV,M,1879598.0102104892
ARA Chur,2022-12-04,IBV,M,0
ARA Chur,2022-12-04,RSV,NA,25740573.32643069
ARA Chur,2022-12-04,SARS,N2,122192510.02049418
ARA Chur,2022-12-05,IAV,M,4168870.721984305
ARA Chur,2022-12-05,IBV,M,0
ARA Chur,2022-12-05,RSV,NA,31052607.634447444
ARA Chur,2022-12-05,SARS,N2,210195744.83118302
ARA Chur,2022-12-06,IAV,M,5165996.980583522
ARA Chur,2022-12-06,IBV,M,0
ARA Chur,2022-12-06,RSV,NA,26904764.08598734
ARA Chur,2022-12-06,SARS,N2,285236531.9731245
ARA Chur,2022-12-08,IAV,M,2445421.833057954
ARA Chur,2022-12-08,IBV,M,0
ARA Chur,2022-12-08,RSV,NA,11932293.61198542
ARA Chur,2022-12-08,SARS,N2,180058639.91485873
ARA Chur,2022-12-10,IAV,M,6286231.823316901
ARA Chur,2022-12-10,IBV,M,343192.0396691455
ARA Chur,2022-12-10,RSV,NA,26850421.74366488
ARA Chur,2022-12-10,SARS,N2,194165161.4454274
ARA Chur,2022-12-11,IAV,M,5071865.613303225
ARA Chur,2022-12-11,IBV,M,1013686.8735405939
ARA Chur,2022-12-11,RSV,NA,21316993.43951154
ARA Chur,2022-12-11,SARS,N2,185148493.43341595
ARA Chur,2022-12-12,IAV,M,5651864.412822293
ARA Chur,2022-12-12,IBV,M,0
ARA Chur,2022-12-12,RSV,NA,29906897.681115452
ARA Chur,2022-12-12,SARS,N2,240845347.17063755
ARA Chur,2022-12-13,IAV,M,13556012.61999446
ARA Chur,2022-12-13,IBV,M,0
ARA Chur,2022-12-13,RSV,NA,37469978.82673673
ARA Chur,2022-12-13,SARS,N2,266158521.4697762
ARA Chur,2022-12-15,IAV,M,8233690.05369583
ARA Chur,2022-12-15,IBV,M,0
ARA Chur,2022-12-15,RSV,NA,19601525.253616266
ARA Chur,2022-12-15,SARS,N2,265263272.04787412
ARA Chur,2022-12-17,IAV,M,20085647.387895014
ARA Chur,2022-12-17,IBV,M,0
ARA Chur,2022-12-17,RSV,NA,21807142.27368936
ARA Chur,2022-12-17,SARS,N2,298279159.3499303
ARA Chur,2022-12-18,IAV,M,19811468.19203648
ARA Chur,2022-12-18,IBV,M,1211019.5285714334
ARA Chur,2022-12-18,RSV,NA,23092628.394383345
ARA Chur,2022-12-18,SARS,N2,220593022.73967585
ARA Chur,2022-12-19,IAV,M,19658072.454862002
ARA Chur,2022-12-19,IBV,M,414819.52074204956
ARA Chur,2022-12-19,RSV,NA,26270410.37022564
ARA Chur,2022-12-19,SARS,N2,234480071.4242087
ARA Chur,2022-12-20,IAV,M,36882577.53646225
ARA Chur,2022-12-20,IBV,M,0
ARA Chur,2022-12-20,RSV,NA,19957498.62924197
ARA Chur,2022-12-20,SARS,N2,213568157.36587906
ARA Chur,2022-12-22,IAV,M,11389346.553499576
ARA Chur,2022-12-22,IBV,M,352791.8065552962
ARA Chur,2022-12-22,RSV,NA,12917048.085710064
ARA Chur,2022-12-22,SARS,N2,112357726.06172718
ARA Chur,2022-12-24,IAV,M,32249961.918501373
ARA Chur,2022-12-24,IBV,M,3060247.982944088
ARA Chur,2022-12-24,RSV,NA,30702019.9401913
ARA Chur,2022-12-24,SARS,N2,203996405.53410256
ARA Chur,2022-12-25,IAV,M,45007052.21861583
ARA Chur,2022-12-25,IBV,M,1149215.4135143026
ARA Chur,2022-12-25,RSV,NA,27762975.94128908
ARA Chur,2022-12-25,SARS,N2,172033613.60524172
ARA Chur,2022-12-26,IAV,M,22934425.344925497
ARA Chur,2022-12-26,IBV,M,2414232.6466600136
ARA Chur,2022-12-26,RSV,NA,24937119.00089499
ARA Chur,2022-12-26,SARS,N2,199244998.7918979
ARA Chur,2022-12-27,IAV,M,46030722.112888634
ARA Chur,2022-12-27,IBV,M,1144377.4317879882
ARA Chur,2022-12-27,RSV,NA,20685110.116018314
ARA Chur,2022-12-27,SARS,N2,225707535.2629378
ARA Chur,2022-12-29,IAV,M,6815833.739676171
ARA Chur,2022-12-29,IBV,M,0
ARA Chur,2022-12-29,RSV,NA,17173900.795936666
ARA Chur,2022-12-29,SARS,N2,158270299.34489644
ARA Chur,2022-12-31,IAV,M,27480189.610298753
ARA Chur,2022-12-31,IBV,M,682096.6088977993
ARA Chur,2022-12-31,RSV,NA,18436347.89304869
ARA Chur,2022-12-31,SARS,N2,118475102.4421116
ARA Chur,2023-01-01,IAV,M,17144502.769805368
ARA Chur,2023-01-01,IBV,M,1723535.402349048
ARA Chur,2023-01-01,RSV,NA,20489215.090615213
ARA Chur,2023-01-01,SARS,N2,156466195.7276586
ARA Chur,2023-01-02,IAV,M,11226948.923473557
ARA Chur,2023-01-02,IBV,M,729714.478026279
ARA Chur,2023-01-02,RSV,NA,8202243.520670754
ARA Chur,2023-01-02,SARS,N2,94785114.23969264
ARA Chur,2023-01-03,IAV,M,12407689.378265288
ARA Chur,2023-01-03,IBV,M,917602.4736956891
ARA Chur,2023-01-03,RSV,NA,14145162.32181759
ARA Chur,2023-01-03,SARS,N2,88726231.73444131
ARA Chur,2023-01-05,IAV,M,1791149.2245263276
ARA Chur,2023-01-05,IBV,M,1747860.7184481523
ARA Chur,2023-01-05,RSV,NA,2222708.9879157348
ARA Chur,2023-01-05,SARS,N2,22022458.31599486
ARA Chur,2023-01-07,IAV,M,4276390.243978879
ARA Chur,2023-01-07,IBV,M,941135.7107236953
ARA Chur,2023-01-07,RSV,NA,1461102.8149708046
ARA Chur,2023-01-07,SARS,N2,75299490.27162221
ARA Chur,2023-01-08,IAV,M,5342999.631037014
ARA Chur,2023-01-08,IBV,M,1196347.7705828832
ARA Chur,2023-01-08,RSV,NA,3175411.2363298344
ARA Chur,2023-01-08,SARS,N2,94665357.12165137
ARA Chur,2023-01-09,IAV,M,14588896.292920433
ARA Chur,2023-01-09,IBV,M,1402911.0394745327
ARA Chur,2023-01-09,RSV,NA,11781763.482194453
ARA Chur,2023-01-09,SARS,N2,125313257.052593
ARA Chur,2023-01-10,IAV,M,16093958.139212986
ARA Chur,2023-01-10,IBV,M,3117239.4088627547
ARA Chur,2023-01-10,RSV,NA,8296879.208998852
ARA Chur,2023-01-10,SARS,N2,103936829.30088267
ARA Chur,2023-01-12,IAV,M,11826039.41660856
ARA Chur,2023-01-12,IBV,M,2077536.551467067
ARA Chur,2023-01-12,RSV,NA,5551521.900966784
ARA Chur,2023-01-12,SARS,N2,51747813.71778416
ARA Chur,2023-01-14,IAV,M,6312209.183417542
ARA Chur,2023-01-14,IBV,M,1325633.113762527
ARA Chur,2023-01-14,RSV,NA,11953636.905991152
ARA Chur,2023-01-14,SARS,N2,69914210.90492027
ARA Chur,2023-01-16,IAV,M,7278062.6681906795
ARA Chur,2023-01-16,IBV,M,808237.5387408921
ARA Chur,2023-01-16,RSV,NA,4849948.323283167
ARA Chur,2023-01-16,SARS,N2,64767066.28024254
ARA Chur,2023-01-17,IAV,M,10047976.08011453
ARA Chur,2023-01-17,IBV,M,444991.98622806824
ARA Chur,2023-01-17,RSV,NA,4776990.906072927
ARA Chur,2023-01-17,SARS,N2,45544152.24038904
ARA Chur,2023-01-19,IAV,M,3141016.959475543
ARA Chur,2023-01-19,IBV,M,1180052.92895226
ARA Chur,2023-01-19,RSV,NA,2746137.1676414534
ARA Chur,2023-01-19,SARS,N2,35379829.92267417
ARA Chur,2023-01-21,IAV,M,3701014.02242837
ARA Chur,2023-01-21,IBV,M,0
ARA Chur,2023-01-21,RSV,NA,5994963.803499728
ARA Chur,2023-01-21,SARS,N2,90288634.82119773
ARA Chur,2023-01-22,IAV,M,4882894.950147405
ARA Chur,2023-01-22,IBV,M,3735575.6683186325
ARA Chur,2023-01-22,RSV,NA,5461504.959796802
ARA Chur,2023-01-22,SARS,N2,66166441.77980327
ARA Chur,2023-01-23,IAV,M,4551589.978827742
ARA Chur,2023-01-23,IBV,M,2123747.6072541843
ARA Chur,2023-01-23,RSV,NA,7319062.079084994
ARA Chur,2023-01-23,SARS,N2,93484342.00319025
ARA Chur,2023-01-24,IAV,M,7244236.743280825
ARA Chur,2023-01-24,IBV,M,1039564.7357432178
ARA Chur,2023-01-24,RSV,NA,6211104.041206514
ARA Chur,2023-01-24,SARS,N2,77207242.04820748
ARA Chur,2023-01-26,IAV,M,10788439.990759067
ARA Chur,2023-01-26,IBV,M,2492722.4212021865
ARA Chur,2023-01-26,RSV,NA,4298057.481685308
ARA Chur,2023-01-26,SARS,N2,88847014.27115661
ARA Chur,2023-01-28,IAV,M,6893565.234136683
ARA Chur,2023-01-28,IBV,M,1976368.6099303698
ARA Chur,2023-01-28,RSV,NA,13476680.719168177
ARA Chur,2023-01-28,SARS,N2,79615623.0220332
ARA Chur,2023-01-29,IAV,M,8397595.381326128
ARA Chur,2023-01-29,IBV,M,3225530.6090675327
ARA Chur,2023-01-29,RSV,NA,11042412.960453482
ARA Chur,2023-01-29,SARS,N2,54064231.53200178
ARA Chur,2023-01-30,IAV,M,8469932.471509736
ARA Chur,2023-01-30,IBV,M,3068715.232902184
ARA Chur,2023-01-30,RSV,NA,6781000.007669767
ARA Chur,2023-01-30,SARS,N2,103113007.81628396
ARA Chur,2023-01-31,IAV,M,10474073.791550046
ARA Chur,2023-01-31,IBV,M,2826606.898158428
ARA Chur,2023-01-31,RSV,NA,7646334.8471032195
ARA Chur,2023-01-31,SARS,N2,109987905.09661427
ARA Chur,2023-02-02,IAV,M,6263226.97630634
ARA Chur,2023-02-02,IBV,M,1272092.8269179042
ARA Chur,2023-02-02,RSV,NA,5518513.418390631
ARA Chur,2023-02-02,SARS,N2,79021553.78890795
ARA Chur,2023-02-04,IAV,M,3099935.343433309
ARA Chur,2023-02-04,IBV,M,7565827.081862041
ARA Chur,2023-02-04,RSV,NA,6138573.0737988455
ARA Chur,2023-02-04,SARS,N2,172976137.21323097
ARA Chur,2023-02-05,IAV,M,14476710.11835419
ARA Chur,2023-02-05,IBV,M,6998858.354563432
ARA Chur,2023-02-05,RSV,NA,10199457.771306956
ARA Chur,2023-02-05,SARS,N2,143510141.66579092
ARA Chur,2023-02-06,IAV,M,8064402.752411606
ARA Chur,2023-02-06,IBV,M,4979322.086385255
ARA Chur,2023-02-06,RSV,NA,6534822.506189425
ARA Chur,2023-02-06,SARS,N2,92272964.11142597
ARA Chur,2023-02-07,IAV,M,6211185.062134996
ARA Chur,2023-02-07,IBV,M,2756919.667041671
ARA Chur,2023-02-07,RSV,NA,2079887.2237710194
ARA Chur,2023-02-07,SARS,N2,43626718.74012233
ARA Chur,2023-02-09,IAV,M,736500.687108387
ARA Chur,2023-02-09,IBV,M,5798119.775257502
ARA Chur,2023-02-09,RSV,NA,3195970.159369676
ARA Chur,2023-02-09,SARS,N2,89988538.80177273
ARA Chur,2023-02-11,IAV,M,4129872.1087398967
ARA Chur,2023-02-11,IBV,M,6739075.963380202
ARA Chur,2023-02-11,RSV,NA,2659711.152923723
ARA Chur,2023-02-11,SARS,N2,114637354.71090926
ARA Chur,2023-02-12,IAV,M,5095142.02155627
ARA Chur,2023-02-12,IBV,M,7347469.852166174
ARA Chur,2023-02-12,RSV,NA,0
ARA Chur,2023-02-12,SARS,N2,93283587.90881573
ARA Chur,2023-02-13,IAV,M,0
ARA Chur,2023-02-13,IBV,M,0
ARA Chur,2023-02-13,RSV,NA,0
ARA Chur,2023-02-13,SARS,N2,0
ARA Chur,2023-02-14,IAV,M,26274469.551289976
ARA Chur,2023-02-14,IBV,M,14480062.465888435
ARA Chur,2023-02-14,RSV,NA,6084124.234074297
ARA Chur,2023-02-14,SARS,N2,97284912.56494974
ARA Chur,2023-02-16,IAV,M,6224538.992740775
ARA Chur,2023-02-16,IBV,M,11351188.441982377
ARA Chur,2023-02-16,RSV,NA,5413420.170559881
ARA Chur,2023-02-16,SARS,N2,189655660.87819645
ARA Chur,2023-02-18,IAV,M,7754740.7136365175
ARA Chur,2023-02-18,IBV,M,52180637.817173384
ARA Chur,2023-02-18,RSV,NA,3383153.780128329
ARA Chur,2023-02-18,SARS,N2,220647954.20306405
ARA Chur,2023-02-19,IAV,M,1717566.3124808848
ARA Chur,2023-02-19,IBV,M,5505630.052137978
ARA Chur,2023-02-19,RSV,NA,1724401.6118520838
ARA Chur,2023-02-19,SARS,N2,62680777.91561269
ARA Chur,2023-02-20,IAV,M,15113040.072460186
ARA Chur,2023-02-20,IBV,M,8078319.427293053
ARA Chur,2023-02-20,RSV,NA,4620304.457831217
ARA Chur,2023-02-20,SARS,N2,158508218.75349066
ARA Chur,2023-02-21,IAV,M,9203514.419134833
ARA Chur,2023-02-21,IBV,M,12169087.508021053
ARA Chur,2023-02-21,RSV,NA,1462236.390407788
ARA Chur,2023-02-21,SARS,N2,159656399.9681788
ARA Chur,2023-02-23,IAV,M,8879376.947673056
ARA Chur,2023-02-23,IBV,M,7035408.70590555
ARA Chur,2023-02-23,RSV,NA,0
ARA Chur,2023-02-23,SARS,N2,168193932.99112713
ARA Chur,2023-02-25,IAV,M,12423630.767964622
ARA Chur,2023-02-25,IBV,M,15809038.737622749
ARA Chur,2023-02-25,RSV,NA,2260497.506039239
ARA Chur,2023-02-25,SARS,N2,269661716.69453335
ARA Chur,2023-02-26,IAV,M,11020462.25715521
ARA Chur,2023-02-26,IBV,M,14755406.435008157
ARA Chur,2023-02-26,RSV,NA,1682800.0993762307
ARA Chur,2023-02-26,SARS,N2,258596915.9355845
ARA Chur,2023-02-27,IAV,M,16712502.724335691
ARA Chur,2023-02-27,IBV,M,5340644.297134827
